,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Historical Data: South African Benchmark Overnight Rate (SABOR) and ,,,,,,,,,,
Overnight Foreigh Exchange (FX) Rate,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,SABOR (%), Vol (Rmill) ,FX (%) ,Vol (Rmill),,,,,,
"20-Apr-16,Wed",6.928," R 66,159 ",7.480," R 7,606 ",,,,,,
"21-Apr-16,Thu",6.940," R 63,035 ",7.490," R 7,963 ",,,,,,
"22-Apr-16,Fri",6.950," R 66,147 ",7.780," R 5,977 ",,,,,,
"25-Apr-16,Mon",6.954," R 57,281 ",8.000," R 5,797 ",,,,,,
"26-Apr-16,Tue",6.956," R 55,347 ",8.000," R 5,633 ",,,,,,
"27-Apr-16,Wed",6.956," R 55,347 ",8.000," R 5,633 ",,,,,,
"28-Apr-16,Thu",6.955," R 54,588 ",8.210," R 6,106 ",,,,,,
"29-Apr-16,Fri",6.958," R 53,000 ",7.800," R 6,370 ",,,,,,
"02-May-16,Mon",6.958," R 53,000 ",7.800," R 6,370 ",,,,,,
"03-May-16,Tue",6.954," R 61,606 ",8.000," R 4,320 ",,,,,,
"04-May-16,Wed",6.969," R 65,461 ",8.120," R 4,001 ",,,,,,
"05-May-16,Thu",6.945," R 58,729 ",7.780," R 3,937 ",,,,,,
"06-May-16,Fri",6.942," R 60,447 ",7.750," R 5,010 ",,,,,,
"09-May-16,Mon",6.930," R 56,899 ",7.550," R 4,667 ",,,,,,
"10-May-16,Tue",6.925," R 60,410 ",7.550," R 9,349 ",,,,,,
"11-May-16,Wed",6.923," R 58,611 ",7.540," R 8,112 ",,,,,,
"12-May-16,Thu",6.915," R 58,849 ",7.500," R 8,482 ",,,,,,
"13-May-16,Fri",6.912," R 56,503 ",7.340," R 8,328 ",,,,,,
"16-May-16,Mon",6.935," R 57,609 ",7.720," R 1,062 ",,,,,,
"17-May-16,Tue",6.909," R 43,310 ",7.680," R 4,214 ",,,,,,
"18-May-16,Wed",6.931," R 60,431 ",7.750," R 4,823 ",,,,,,
"19-May-16,Thu",6.937," R 57,365 ",7.750," R 4,994 ",,,,,,
"20-May-16,Fri",6.929," R 59,370 ",7.660," R 4,972 ",,,,,,
"23-May-16,Mon",6.936," R 61,191 ",7.800," R 4,931 ",,,,,,
"24-May-16,Tue",6.941," R 60,854 ",7.900," R 4,737 ",,,,,,
"25-May-16,Wed",6.956," R 64,087 ",8.020," R 5,970 ",,,,,,
"26-May-16,Thu",6.936," R 66,690 ",7.620," R 3,705 ",,,,,,
"27-May-16,Fri",6.946," R 64,524 ",7.850," R 5,499 ",,,,,,
"30-May-16,Mon",6.899," R 67,454 ",0.000, R - ,,,,,,
"31-May-16,Tue",6.922," R 48,661 ",7.730," R 2,737 ",,,,,,
"01-Jun-16,Wed",6.922," R 54,252 ",7.860," R 5,701 ",,,,,,
"02-Jun-16,Thu",6.901," R 54,925 ",7.550," R 8,518 ",,,,,,
"03-Jun-16,Fri",6.911," R 53,929 ",7.440," R 6,806 ",,,,,,
"06-Jun-16,Mon",6.891," R 47,308 ",7.140," R 4,197 ",,,,,,
"07-Jun-16,Tue",6.884," R 53,720 ",7.140," R 3,569 ",,,,,,
"08-Jun-16,Wed",6.877," R 51,018 ",7.300," R 4,453 ",,,,,,
"09-Jun-16,Thu",6.922," R 54,657 ",7.450," R 5,896 ",,,,,,
"10-Jun-16,Fri",6.920," R 56,658 ",7.390," R 5,487 ",,,,,,
"13-Jun-16,Mon",6.922," R 56,452 ",7.550," R 2,475 ",,,,,,
"14-Jun-16,Tue",6.928," R 52,656 ",7.660," R 3,826 ",,,,,,
"15-Jun-16,Wed",6.918," R 54,088 ",7.360," R 5,179 ",,,,,,
"16-Jun-16,Thu",6.918," R 54,088 ",7.360," R 5,179 ",,,,,,
"17-Jun-16,Fri",6.922," R 54,302 ",7.660," R 6,480 ",,,,,,
"20-Jun-16,Mon",6.933," R 55,075 ",7.800," R 5,492 ",,,,,,
"21-Jun-16,Tue",6.934," R 54,328 ",7.650," R 2,999 ",,,,,,
"22-Jun-16,Wed",6.918," R 56,067 ",7.400," R 6,810 ",,,,,,
"23-Jun-16,Thu",6.921," R 52,664 ",7.500," R 3,996 ",,,,,,
"24-Jun-16,Fri",6.981," R 55,378 ",7.750," R 3,337 ",,,,,,
"27-Jun-16,Mon",6.979," R 55,105 ",7.630," R 2,988 ",,,,,,
"28-Jun-16,Tue",6.981," R 47,801 ",7.800," R 1,935 ",,,,,,
"29-Jun-16,Wed",6.974," R 52,306 ",7.790," R 3,439 ",,,,,,
"30-Jun-16,Thu",6.973," R 54,918 ",7.600," R 2,564 ",,,,,,
"01-Jul-16,Fri",6.982," R 50,584 ",7.690, R 466 ,,,,,,
"04-Jul-16,Mon",6.925," R 52,119 ",0.000, R - ,,,,,,
"05-Jul-16,Tue",6.945," R 49,121 ",7.350," R 5,970 ",,,,,,
"06-Jul-16,Wed",6.964," R 55,241 ",7.520," R 8,494 ",,,,,,
"07-Jul-16,Thu",6.967," R 54,046 ",7.520," R 2,697 ",,,,,,
"08-Jul-16,Fri",6.969," R 51,507 ",7.700," R 1,210 ",,,,,,
"11-Jul-16,Mon",6.975," R 50,497 ",7.750," R 4,585 ",,,,,,
"12-Jul-16,Tue",6.971," R 47,816 ",7.590," R 2,359 ",,,,,,
"13-Jul-16,Wed",6.933," R 47,456 ",7.350," R 3,763 ",,,,,,
"14-Jul-16,Thu",6.965," R 46,715 ",7.550," R 2,154 ",,,,,,
"15-Jul-16,Fri",6.948," R 46,323 ",7.450," R 3,425 ",,,,,,
"18-Jul-16,Mon",6.937," R 43,882 ",7.370," R 5,084 ",,,,,,
"19-Jul-16,Tue",6.955," R 46,236 ",7.680," R 3,400 ",,,,,,
"20-Jul-16,Wed",6.962," R 41,425 ",7.500," R 6,809 ",,,,,,
"21-Jul-16,Thu",6.945," R 46,004 ",7.370," R 5,084 ",,,,,,
"22-Jul-16,Fri",6.961," R 42,467 ",7.690," R 5,084 ",,,,,,
"25-Jul-16,Mon",6.947," R 39,981 ",7.550," R 6,388 ",,,,,,
"26-Jul-16,Tue",6.926," R 38,509 ",0.000, R - ,,,,,,
"27-Jul-16,Wed",6.957," R 38,550 ",7.600," R 3,971 ",,,,,,
"28-Jul-16,Thu",6.953," R 45,632 ",7.650," R 4,336 ",,,,,,
"29-Jul-16,Fri",6.964," R 54,986 ",7.603," R 6,032 ",,,,,,
"01-Aug-16,Mon",6.934," R 47,713 ",7.550," R 4,217 ",,,,,,
"02-Aug-16,Tue",6.952," R 39,335 ",7.500," R 5,952 ",,,,,,
"03-Aug-16,Wed",6.952," R 39,335 ",7.500," R 5,952 ",,,,,,
"04-Aug-16,Thu",6.961," R 41,806 ",7.420," R 5,235 ",,,,,,
"05-Aug-16,Fri",6.933," R 42,667 ",7.100," R 5,235 ",,,,,,
"08-Aug-16,Mon",6.918," R 44,792 ",6.846," R 12,198 ",,,,,,
"09-Aug-16,Tue",6.918," R 44,792 ",6.846," R 12,198 ",,,,,,
"10-Aug-16,Wed",6.922," R 43,346 ",6.698," R 10,793 ",,,,,,
"11-Aug-16,Thu",6.947," R 44,658 ",7.250," R 8,720 ",,,,,,
"12-Aug-16,Fri",6.955," R 42,327 ",7.250," R 7,455 ",,,,,,
"15-Aug-16,Mon",6.950," R 45,070 ",7.300," R 6,338 ",,,,,,
"16-Aug-16,Tue",6.949," R 44,446 ",7.150," R 4,851 ",,,,,,
"17-Aug-16,Wed",6.950," R 45,232 ",7.150," R 7,147 ",,,,,,
"18-Aug-16,Thu",6.957," R 45,659 ",7.250," R 4,259 ",,,,,,
"19-Aug-16,Fri",6.963," R 45,825 ",7.500," R 2,599 ",,,,,,
"22-Aug-16,Mon",6.955," R 47,561 ",7.150," R 5,811 ",,,,,,
"23-Aug-16,Tue",6.967," R 45,400 ",7.280," R 3,217 ",,,,,,
"24-Aug-16,Wed",6.967," R 47,076 ",7.250," R 4,917 ",,,,,,
"25-Aug-16,Thu",6.960," R 49,767 ",7.400," R 5,241 ",,,,,,
"26-Aug-16,Fri",6.971," R 48,896 ",7.500," R 5,372 ",,,,,,
"29-Aug-16,Mon",6.958," R 45,406 ",7.400," R 3,976 ",,,,,,
"30-Aug-16,Tue",6.962," R 46,830 ",7.580," R 1,900 ",,,,,,
"31-Aug-16,Wed",6.962," R 48,551 ",7.450," R 8,453 ",,,,,,
"01-Sep-16,Thu",6.957," R 46,033 ",7.270," R 12,285 ",,,,,,
"02-Sep-16,Fri",6.982," R 53,136 ",7.520," R 9,794 ",,,,,,
"05-Sep-16,Mon",6.954," R 55,740 ",0.000, R - ,,,,,,
"06-Sep-16,Tue",6.962," R 50,222 ",7.450," R 4,638 ",,,,,,
"07-Sep-16,Wed",6.969," R 48,043 ",7.290," R 5,368 ",,,,,,
"08-Sep-16,Thu",6.996," R 49,532 ",7.420," R 2,405 ",,,,,,
"09-Sep-16,Fri",6.980," R 53,452 ",7.520," R 6,384 ",,,,,,
"12-Sep-16,Mon",6.983," R 53,137 ",7.500," R 7,497 ",,,,,,
"13-Sep-16,Tue",6.995," R 51,169 ",7.680," R 9,103 ",,,,,,
"14-Sep-16,Wed",6.983," R 50,975 ",7.500," R 6,629 ",,,,,,
"15-Sep-16,Thu",6.979," R 46,611 ",7.520," R 5,772 ",,,,,,
"16-Sep-16,Fri",6.978," R 54,246 ",7.510," R 8,955 ",,,,,,
"19-Sep-16,Mon",6.975," R 46,101 ",7.470," R 5,584 ",,,,,,
"20-Sep-16,Tue",6.973," R 48,974 ",7.342," R 4,359 ",,,,,,
"21-Sep-16,Wed",6.957," R 56,917 ",6.940," R 9,518 ",,,,,,
"22-Sep-16,Thu",6.959," R 55,946 ",7.160," R 3,673 ",,,,,,
"23-Sep-16,Fri",6.952," R 56,394 ",7.080," R 1,757 ",,,,,,
"26-Sep-16,Mon",6.957," R 53,366 ",6.980," R 5,905 ",,,,,,
"27-Sep-16,Tue",6.950," R 51,668 ",6.855," R 7,626 ",,,,,,
"28-Sep-16,Wed",6.956," R 57,684 ",6.890," R 8,363 ",,,,,,
"29-Sep-16,Thu",6.951," R 54,567 ",6.860," R 6,955 ",,,,,,
"30-Sep-16,Fri",6.946," R 50,095 ",6.860," R 7,098 ",,,,,,
"03-Oct-16,Mon",6.926," R 56,233 ",6.550," R 6,535 ",,,,,,
"04-Oct-16,Tue",6.957," R 55,372 ",6.834," R 10,809 ",,,,,,
"05-Oct-16,Wed",6.942," R 57,161 ",6.603," R 9,695 ",,,,,,
"06-Oct-16,Thu",6.928," R 57,595 ",6.252," R 11,609 ",,,,,,
"07-Oct-16,Fri",6.864," R 64,387 ",6.440," R 15,573 ",,,,,,
"10-Oct-16,Mon",6.967," R 63,337 ",0.000, R - ,,,,,,
"11-Oct-16,Tue",6.937," R 59,937 ",6.408," R 3,077 ",,,,,,
"12-Oct-16,Wed",6.973," R 58,147 ",6.993," R 14,655 ",,,,,,
"13-Oct-16,Thu",7.011," R 62,637 ",8.040," R 7,412 ",,,,,,
"14-Oct-16,Fri",7.025," R 61,236 ",8.250," R 6,683 ",,,,,,
"17-Oct-16,Mon",6.970," R 51,809 ",7.350," R 5,762 ",,,,,,
"18-Oct-16,Tue",6.984," R 56,002 ",7.340," R 3,941 ",,,,,,
"19-Oct-16,Wed",6.987," R 55,766 ",7.350," R 6,326 ",,,,,,
"20-Oct-16,Thu",6.996," R 57,652 ",7.720," R 5,558 ",,,,,,
"21-Oct-16,Fri",7.001," R 61,871 ",7.800," R 5,998 ",,,,,,
"24-Oct-16,Mon",6.998," R 62,662 ",7.800," R 5,291 ",,,,,,
"25-Oct-16,Tue",6.999," R 60,030 ",7.670," R 4,165 ",,,,,,
"26-Oct-16,Wed",7.008," R 60,550 ",7.750," R 1,440 ",,,,,,
"27-Oct-16,Thu",6.990," R 60,804 ",7.540," R 3,840 ",,,,,,
"28-Oct-16,Fri",6.990," R 52,788 ",7.750," R 5,820 ",,,,,,
"31-Oct-16,Mon",6.981," R 54,197 ",7.350," R 9,003 ",,,,,,
"01-Nov-16,Tue",6.988," R 54,928 ",7.320," R 6,965 ",,,,,,
"02-Nov-16,Wed",6.990," R 58,570 ",7.420," R 7,293 ",,,,,,
"03-Nov-16,Thu",6.997," R 56,760 ",7.510," R 9,155 ",,,,,,
"04-Nov-16,Fri",6.988," R 61,964 ",7.510," R 4,496 ",,,,,,
"07-Nov-16,Mon",6.979," R 57,421 ",7.300," R 5,576 ",,,,,,
"08-Nov-16,Tue",6.975," R 55,419 ",7.280," R 2,183 ",,,,,,
"09-Nov-16,Wed",6.986," R 57,943 ",7.480," R 7,069 ",,,,,,
"10-Nov-16,Thu",6.981," R 58,758 ",7.430," R 9,250 ",,,,,,
"11-Nov-16,Fri",6.952," R 60,090 ",0.000, R - ,,,,,,
"14-Nov-16,Mon",6.982," R 55,292 ",7.500," R 7,827 ",,,,,,
"15-Nov-16,Tue",6.991," R 58,034 ",7.570," R 9,808 ",,,,,,
"16-Nov-16,Wed",6.979," R 53,044 ",7.450," R 2,752 ",,,,,,
"17-Nov-16,Thu",6.990," R 57,259 ",7.380," R 3,642 ",,,,,,
"18-Nov-16,Fri",6.981," R 59,323 ",7.450," R 2,752 ",,,,,,
"21-Nov-16,Mon",6.990," R 57,258 ",7.430," R 3,490 ",,,,,,
"22-Nov-16,Tue",6.987," R 58,133 ",7.320," R 5,580 ",,,,,,
"23-Nov-16,Wed",6.979," R 50,420 ",7.350," R 3,494 ",,,,,,
"24-Nov-16,Thu",6.963," R 55,454 ",0.000, R - ,,,,,,
"25-Nov-16,Fri",6.966," R 56,723 ",7.037," R 6,696 ",,,,,,
"28-Nov-16,Mon",6.978," R 58,456 ",7.130," R 4,595 ",,,,,,
"29-Nov-16,Tue",6.974," R 55,509 ",7.100," R 3,535 ",,,,,,
"30-Nov-16,Wed",6.969," R 60,791 ",6.920," R 8,325 ",,,,,,
"01-Dec-16,Thu",6.965," R 55,011 ",6.921," R 14,350 ",,,,,,
"02-Dec-16,Fri",6.947," R 67,979 ",6.723," R 13,805 ",,,,,,
"05-Dec-16,Mon",6.988," R 65,255 ",7.487," R 12,741 ",,,,,,
"06-Dec-16,Tue",6.940," R 65,278 ",6.706," R 14,525 ",,,,,,
"07-Dec-16,Wed",6.948," R 67,928 ",6.600," R 18,439 ",,,,,,
"08-Dec-16,Thu",6.971," R 64,890 ",6.980," R 15,139 ",,,,,,
"09-Dec-16,Fri",6.960," R 68,250 ",6.880," R 10,149 ",,,,,,
"12-Dec-16,Mon",6.957," R 68,160 ",6.802," R 11,619 ",,,,,,
"13-Dec-16,Tue",6.964," R 65,938 ",6.820," R 11,872 ",,,,,,
"14-Dec-16,Wed",6.963," R 62,909 ",6.828," R 13,680 ",,,,,,
"15-Dec-16,Thu",6.975," R 61,630 ",6.978," R 16,407 ",,,,,,
"16-Dec-16,Fri",6.975," R 61,630 ",6.978," R 16,407 ",,,,,,
"19-Dec-16,Mon",6.973," R 71,521 ",6.870," R 10,878 ",,,,,,
"20-Dec-16,Tue",6.968," R 63,980 ",6.920," R 9,298 ",,,,,,
"21-Dec-16,Wed",6.973," R 74,647 ",6.941," R 11,338 ",,,,,,
"22-Dec-16,Thu",6.976," R 71,024 ",6.925," R 9,471 ",,,,,,
"23-Dec-16,Fri",6.972," R 66,730 ",6.842," R 8,771 ",,,,,,
"26-Dec-16,Mon",6.972," R 66,731 ",6.842," R 8,771 ",,,,,,
"27-Dec-16,Tue",6.972," R 66,732 ",6.842," R 8,771 ",,,,,,
"28-Dec-16,Wed",6.962," R 68,339 ",6.819," R 4,432 ",,,,,,
"29-Dec-16,Thu",6.945," R 54,974 ",6.657," R 9,780 ",,,,,,
"30-Dec-16,Fri",6.929," R 51,426 ",6.538," R 11,466 ",,,,,,
"02-Jan-17,Mon",6.929," R 51,427 ",6.538," R 11,466 ",,,,,,
"03-Jan-17,Tue",6.941," R 54,864 ",6.640," R 11,602 ",,,,,,
"04-Jan-17,Wed",6.942," R 55,930 ",6.780," R 8,981 ",,,,,,
"05-Jan-17,Thu",6.973," R 67,059 ",7.050," R 13,175 ",,,,,,
"06-Jan-17,Fri",6.959," R 57,511 ",7.070," R 14,364 ",,,,,,
"09-Jan-17,Mon",6.961," R 56,200 ",7.030," R 8,013 ",,,,,,
"10-Jan-17,Tue",6.957," R 58,640 ",7.030," R 7,871 ",,,,,,
"11-Jan-17,Wed",6.962," R 59,642 ",7.060," R 4,829 ",,,,,,
"12-Jan-17,Thu",6.968," R 59,815 ",7.223," R 9,445 ",,,,,,
"13-Jan-17,Fri",6.944," R 55,422 ",6.950," R 11,126 ",,,,,,
"16-Jan-17,Mon",6.946," R 56,526 ",6.850," R 1,337 ",,,,,,
"17-Jan-17,Tue",6.952," R 56,987 ",6.924," R 9,806 ",,,,,,
"18-Jan-17,Wed",6.942," R 59,269 ",6.800," R 6,790 ",,,,,,
"19-Jan-17,Thu",6.940," R 58,480 ",6.750," R 7,460 ",,,,,,
"20-Jan-17,Fri",6.944," R 59,819 ",6.920," R 8,244 ",,,,,,
"23-Jan-17,Mon",6.953," R 56,938 ",7.000," R 5,173 ",,,,,,
"24-Jan-17,Tue",6.949," R 55,690 ",7.050," R 4,612 ",,,,,,
"25-Jan-17,Wed",6.940," R 54,474 ",7.000," R 8,127 ",,,,,,
"26-Jan-17,Thu",6.950," R 54,814 ",7.007," R 9,105 ",,,,,,
"27-Jan-17,Fri",6.936," R 57,090 ",6.920," R 6,270 ",,,,,,
"30-Jan-17,Mon",6.934," R 55,571 ",6.800," R 6,894 ",,,,,,
"31-Jan-17,Tue",6.941," R 51,839 ",6.500," R 3,657 ",,,,,,
"01-Feb-17,Wed",6.924," R 52,248 ",6.647," R 14,111 ",,,,,,
"02-Feb-17,Thu",6.940," R 55,758 ",6.765," R 11,748 ",,,,,,
"03-Feb-17,Fri",6.938," R 62,192 ",6.739," R 18,512 ",,,,,,
"06-Feb-17,Mon",6.946," R 59,646 ",6.807," R 13,966 ",,,,,,
"07-Feb-17,Tue",6.946," R 57,516 ",6.791," R 14,610 ",,,,,,
"08-Feb-17,Wed",6.966," R 58,012 ",7.150," R 13,885 ",,,,,,
"09-Feb-17,Thu",6.972," R 57,467 ",7.200," R 16,265 ",,,,,,
"10-Feb-17,Fri",6.960," R 61,993 ",7.050," R 17,838 ",,,,,,
"13-Feb-17,Mon",6.957," R 64,280 ",7.000," R 17,717 ",,,,,,
"14-Feb-17,Tue",6.959," R 61,485 ",7.000," R 18,469 ",,,,,,
"15-Feb-17,Wed",6.956," R 55,875 ",6.950," R 17,007 ",,,,,,
"16-Feb-17,Thu",6.961," R 57,373 ",7.000," R 13,063 ",,,,,,
"17-Feb-17,Fri",6.963," R 56,938 ",6.980," R 12,425 ",,,,,,
"20-Feb-17,Mon",6.973," R 58,144 ",6.980, R - ,,,,,,
"21-Feb-17,Tue",6.963," R 56,566 ",7.060," R 8,956 ",,,,,,
"22-Feb-17,Wed",6.959," R 61,464 ",7.070," R 14,005 ",,,,,,
"23-Feb-17,Thu",6.970," R 56,653 ",7.100," R 11,259 ",,,,,,
"24-Feb-17,Fri",6.961," R 55,488 ",7.072," R 17,355 ",,,,,,
"27-Feb-17,Mon",6.954," R 47,390 ",6.940," R 7,286 ",,,,,,
"28-Feb-17,Tue",6.970," R 48,425 ",6.970," R 11,128 ",,,,,,
"01-Mar-17,Wed",6.957," R 45,356 ",6.970," R 6,816 ",,,,,,
"02-Mar-17,Thu",6.963," R 49,948 ",7.100," R 7,602 ",,,,,,
"03-Mar-17,Fri",6.969," R 48,488 ",7.080," R 6,949 ",,,,,,
"06-Mar-17,Mon",6.983," R 51,632 ",7.030," R 9,666 ",,,,,,
"07-Mar-17,Tue",6.992," R 51,393 ",7.040," R 4,607 ",,,,,,
"08-Mar-17,Wed",6.992," R 56,674 ",7.050," R 5,653 ",,,,,,
"09-Mar-17,Thu",6.998," R 60,033 ",7.050," R 4,399 ",,,,,,
"10-Mar-17,Fri",6.998," R 60,276 ",7.280," R 3,890 ",,,,,,
"13-Mar-17,Mon",7.027," R 56,669 ",7.300," R 1,316 ",,,,,,
"14-Mar-17,Tue",7.024," R 58,396 ",7.200, R 584 ,,,,,,
"15-Mar-17,Wed",7.016," R 57,114 ",7.050," R 4,047 ",,,,,,
"16-Mar-17,Thu",7.012," R 57,117 ",6.950," R 10,205 ",,,,,,
"17-Mar-17,Fri",6.983," R 52,104 ",7.080," R 8,939 ",,,,,,
"20-Mar-17,Mon",6.983," R 52,580 ",7.140," R 5,297 ",,,,,,
"21-Mar-17,Tue",6.983," R 52,580 ",7.140," R 5,297 ",,,,,,
"22-Mar-17,Wed",6.978," R 54,267 ",7.110," R 11,127 ",,,,,,
"23-Mar-17,Thu",6.978," R 55,070 ",7.050," R 3,105 ",,,,,,
"24-Mar-17,Fri",6.984," R 53,025 ",7.150," R 3,140 ",,,,,,
"27-Mar-17,Mon",6.983," R 54,037 ",7.070," R 1,510 ",,,,,,
"28-Mar-17,Tue",6.979," R 54,525 ",7.039," R 5,573 ",,,,,,
"29-Mar-17,Wed",6.980," R 54,132 ",6.960," R 4,275 ",,,,,,
"30-Mar-17,Thu",6.965," R 49,321 ",6.950," R 1,048 ",,,,,,
"31-Mar-17,Fri",6.966," R 50,198 ",6.858," R 4,410 ",,,,,,
"03-Apr-17,Mon",6.959," R 45,135 ",6.933," R 6,232 ",,,,,,
"04-Apr-17,Tue",6.966," R 46,604 ",7.150," R 4,137 ",,,,,,
"05-Apr-17,Wed",6.958," R 46,660 ",7.050," R 7,090 ",,,,,,
"06-Apr-17,Thu",6.959," R 48,330 ",7.168," R 9,408 ",,,,,,
"07-Apr-17,Fri",6.954," R 47,710 ",7.020," R 11,230 ",,,,,,
"10-Apr-17,Mon",6.951," R 51,882 ",6.903," R 12,157 ",,,,,,
"11-Apr-17,Tue",6.952," R 49,468 ",6.915," R 6,204 ",,,,,,
"12-Apr-17,Wed",6.984," R 60,385 ",6.930," R 3,270 ",,,,,,
"13-Apr-17,Thu",6.985," R 57,177 ",7.010," R 4,927 ",,,,,,
"14-Apr-17,Fri",6.985," R 57,177 ",7.010," R 4,927 ",,,,,,
"17-Apr-17,Mon",6.985," R 57,177 ",7.010," R 4,927 ",,,,,,
"18-Apr-17,Tue",6.984," R 57,642 ",6.970," R 6,139 ",,,,,,
"19-Apr-17,Wed",7.000," R 56,120 ",7.200," R 2,619 ",,,,,,
"20-Apr-17,Thu",7.001," R 59,789 ",7.200," R 5,895 ",,,,,,
"21-Apr-17,Fri",6.996," R 61,396 ",7.150," R 10,613 ",,,,,,
"24-Apr-17,Mon",7.011," R 59,413 ",7.380," R 9,209 ",,,,,,
"25-Apr-17,Tue",7.027," R 57,012 ",7.650," R 12,459 ",,,,,,
"26-Apr-17,Wed",6.996," R 47,998 ",7.680," R 6,556 ",,,,,,
"27-Apr-17,Thu",6.996," R 47,998 ",7.680," R 6,556 ",,,,,,
"28-Apr-17,Fri",6.993," R 48,897 ",7.370," R 4,855 ",,,,,,
"01-May-17,Mon",6.993," R 48,897 ",7.370," R 4,855 ",,,,,,
"02-May-17,Tue",6.992," R 41,483 ",7.450," R 4,345 ",,,,,,
"03-May-17,Wed",6.984," R 49,708 ",7.350," R 3,186 ",,,,,,
"04-May-17,Thu",7.001," R 46,375 ",7.680," R 5,470 ",,,,,,
"05-May-17,Fri",6.978," R 50,553 ",7.140," R 6,154 ",,,,,,
"08-May-17,Mon",6.973," R 58,933 ",7.180," R 2,185 ",,,,,,
"09-May-17,Tue",6.986," R 59,707 ",7.350," R 4,612 ",,,,,,
"10-May-17,Wed",6.979," R 47,654 ",7.300," R 6,726 ",,,,,,
"11-May-17,Thu",6.981," R 52,443 ",7.400," R 2,520 ",,,,,,
"12-May-17,Fri",6.988," R 51,206 ",7.400," R 2,520 ",,,,,,
"15-May-17,Mon",6.994," R 46,337 ",7.500," R 4,855 ",,,,,,
"16-May-17,Tue",6.994," R 45,599 ",7.580," R 3,667 ",,,,,,
"17-May-17,Wed",6.998," R 49,782 ",7.650," R 2,640 ",,,,,,
"18-May-17,Thu",6.996," R 47,488 ",7.650," R 5,121 ",,,,,,
"19-May-17,Fri",6.997," R 49,570 ",7.800," R 4,711 ",,,,,,
"22-May-17,Mon",7.006," R 48,068 ",7.800," R 4,772 ",,,,,,
"23-May-17,Tue",7.002," R 50,522 ",7.250," R 7,893 ",,,,,,
"24-May-17,Wed",7.008," R 46,981 ",7.950," R 6,006 ",,,,,,
"25-May-17,Thu",7.017," R 53,332 ",8.200," R 3,685 ",,,,,,
"26-May-17,Fri",7.016," R 49,207 ",8.160," R 4,134 ",,,,,,
"29-May-17,Mon",6.957," R 54,668 ",8.160, R - ,,,,,,
"30-May-17,Tue",7.030," R 46,605 ",8.270," R 3,034 ",,,,,,
"31-May-17,Wed",7.013," R 43,024 ",8.000," R 4,209 ",,,,,,
"01-Jun-17,Thu",6.994," R 46,239 ",7.650," R 4,672 ",,,,,,
"02-Jun-17,Fri",6.977," R 48,630 ",7.500," R 5,295 ",,,,,,
"05-Jun-17,Mon",6.994," R 49,695 ",7.500," R 3,097 ",,,,,,
"06-Jun-17,Tue",6.987," R 48,948 ",7.450," R 2,805 ",,,,,,
"07-Jun-17,Wed",7.004," R 49,574 ",7.380," R 4,403 ",,,,,,
"08-Jun-17,Thu",7.022," R 54,195 ",7.550," R 2,118 ",,,,,,
"09-Jun-17,Fri",7.018," R 54,289 ",7.480," R 5,409 ",,,,,,
"12-Jun-17,Mon",7.029," R 53,128 ",7.630, R 448 ,,,,,,
"13-Jun-17,Tue",7.024," R 52,291 ",7.550," R 3,749 ",,,,,,
"14-Jun-17,Wed",7.017," R 52,870 ",7.480," R 1,124 ",,,,,,
"15-Jun-17,Thu",7.019," R 49,558 ",7.630," R 3,118 ",,,,,,
"16-Jun-17,Fri",7.019," R 49,558 ",7.630," R 3,118 ",,,,,,
"19-Jun-17,Mon",7.022," R 50,602 ",7.620," R 2,580 ",,,,,,
"20-Jun-17,Tue",7.019," R 53,433 ",7.490," R 5,341 ",,,,,,
"21-Jun-17,Wed",7.015," R 55,392 ",7.500," R 6,512 ",,,,,,
"22-Jun-17,Thu",7.020," R 56,298 ",7.490," R 5,422 ",,,,,,
"23-Jun-17,Fri",7.013," R 57,435 ",7.500," R 1,508 ",,,,,,
"26-Jun-17,Mon",7.014," R 53,521 ",7.750," R 4,571 ",,,,,,
"27-Jun-17,Tue",7.027," R 54,553 ",7.590," R 4,765 ",,,,,,
"28-Jun-17,Wed",7.009," R 57,996 ",7.280," R 4,589 ",,,,,,
"29-Jun-17,Thu",6.991," R 51,561 ",7.220," R 4,120 ",,,,,,
"30-Jun-17,Fri",6.997," R 44,932 ",7.450," R 5,513 ",,,,,,
"03-Jul-17,Mon",7.056," R 43,453 ",8.300," R 3,957 ",,,,,,
"04-Jul-17,Tue",7.035," R 48,599 ",8.300, R - ,,,,,,
"05-Jul-17,Wed",7.022," R 49,847 ",7.980," R 4,380 ",,,,,,
"06-Jul-17,Thu",7.024," R 50,105 ",7.980," R 1,990 ",,,,,,
"07-Jul-17,Fri",7.025," R 47,133 ",8.030," R 3,149 ",,,,,,
"10-Jul-17,Mon",6.988," R 43,684 ",7.500," R 1,778 ",,,,,,
"11-Jul-17,Tue",6.992," R 45,012 ",7.500," R 2,548 ",,,,,,
"12-Jul-17,Wed",6.988," R 46,965 ",7.500," R 4,733 ",,,,,,
"13-Jul-17,Thu",6.993," R 46,373 ",7.620," R 2,054 ",,,,,,
"14-Jul-17,Fri",6.998," R 47,244 ",7.620," R 3,608 ",,,,,,
